date,type,event,description,resources,year,week_number,month_year,weekday,mentions_kim
1993-05-30,Missile Provocation,Medium-range Ballistic Missile Launch,North Korea test-launched Nodong-1 missile and also fired at least 2 Hwasongs-5 and 6 missiles. The missiles were fired at a target buoy in the direction of Japan off the coastal city of Wonsan into the sea between Korea and Japan.,http://www.nytimes.com/1993/06/13/world/missile-is-tested-by-north-koreans.html,1993,22,05-1993,Sunday,False
1993-05-29,Missile Provocation,Medium-range Ballistic Missile Launch,North Korea test-launched Nodong-1 missile and also fired at least 2 Hwasongs-5 and 6 missiles. The missiles were fired at a target buoy in the direction of Japan off the coastal city of Wonsan into the sea between Korea and Japan.,http://www.archives.go.kr/next/search/listSubjectDescription.do?id=002943&pageFlag=,1993,21,05-1993,Saturday,False
1993-03-12,Other Provocation,Withdrawal from NPT,"North Korea announced its intention to withdraw from the NPT, declaring that the NPT and IAEA were ""being appropriated to realize the impure U.S. political goal of eliminating"" the North Korean system.",http://nkinfo.unikorea.go.kr/nkp/term/viewNkKnwldgDicary.do?pageIndex=22&koreanChrctr=&dicaryId=213,1993,10,03-1993,Friday,False
1992-06-01,Missile Provocation,Medium-range Ballistic Missile Launch,Unnamed Japanese military sources indicated that North Korea made its 2nd failed attempt at launching the Nodong-1 missile. There is also the possibility that the test was outright cancelled instead.,http://www.nonproliferation.org/chronology-of-north-koreas-missile-trade-and-developments-1992-1993/,1992,22,06-1992,Monday,False
1992-05-22,Other Provocation,Infiltration and Incursion,"Three North Korean infiltrators crossed into South Korea disguised in ROK military uniforms and were shot dead south of the DMZ at Chorwon County, Gangwon province. Three South Korean soldiers were also wounded.",https://fas.org/sgp/crs/row/RL30004.pdf,1992,20,05-1992,Friday,False
1991-07-01,Missile Provocation,Joint Missile Test with China,"Norea Korea and China reportedly tested a prototype of a medium-range ballistic missile at Yinchuan province in China. This prototype utilized multiple independently targetable reentry vehicle (MIRV) technology. Since 1988, North Korea had sent 90 military officials and weapons specialists to Yinchuan to learn nuclear testing and missile flight technology.",http://www.seoul.co.kr/news/newsView.php?id=19911207001001,1991,26,07-1991,Monday,False
1991-07-01,Missile Provocation,Short-range Ballistic Missile Launch,"North Korea launched a Hwasong-6 (Scud-C) short-range ballistic missile via a transporter erector launcher (TEL), from a Korean People’s Army (KPA) base in Gangwon province. The missle flew about 500 km northeast and landed in the sea between Korea and Japan. The exact day of the launch is unknown although several sources cite the month of July for the test. For the purposes of this database the test date was written as July 1.",http://www.nonproliferation.org/chronology-of-north-koreas-missile-trade-and-developments-1990-1991/,1991,26,07-1991,Monday,False
1990-06-01,Missile Provocation,Short-range Ballistic Missile Launch,North Korea carried out a successful launch of a Hwasong-6 missile from its Musudan-ri (Donghae) satellite launching ground and test site. The exact day of the launch is unknown although several sources cite the month of June for the test. For the purposes of this database the test date was written as June 1.,http://www.nonproliferation.org/chronology-of-north-koreas-missile-trade-and-developments-1990-1991/,1990,21,06-1990,Friday,False
1990-05-01,Missile Provocation,Medium-range Ballistic Missile Launch,North Korea attempted to launch a Nodong-1 missile but it reportedly exploded on the launch pad. The exact day of the launch is unknown although several sources cite the month of May for the test. For the purposes of this database the test date was written as May 1.,http://www.tongilnews.com/news/articleView.html?idxno=4044,1990,17,05-1990,Tuesday,False
1990-03-03,Other Provocation,Infiltration and Incursion,"A 4th North Korean inflitration tunnel was discovered in the DMZ at hills 80 miles northeast of Seoul. The tunnel was around 1.25 miles long and extended 4,000 feet into South Korea across the DMZ.",https://fas.org/sgp/crs/row/RL30004.pdf,1990,8,03-1990,Saturday,False
1987-11-29,Other Provocation,Bombing of South Korean Civilian Aircraft,"Two North Korean spies planted a bomb on Korean Airlines (KAL) Flight 858 on route from Baghdad to Seoul. The plane exploded over the Andaman Sea killing all 115 passengers on board. Both agents attempted to commit suicide after being arrested - only one, Kim Seung-il died. The other, Kim Hyon Hui, survived and later confessed that the bombing was directly ordered by Kim Jong-il to disrupt the 1988 Seoul Olympics.",https://www.cia.gov/library/readingroom/docs/DOC_0000275436.pdf,1987,48,11-1987,Sunday,False
1987-11-21,Other Provocation,Exchange of Fire (Ground),"A North Korean guard fired on an ROK Army observation post in the central sector of the DMZ, injuring one ROK soldier.",http://imnews.imbc.com/20dbnews/history/1987/1798433_19322.html,1987,46,11-1987,Saturday,False
1986-09-14,Other Provocation,Airport Terror Bombing,An explosive device was detonated by North Korean agents at Gimpo International Airport in Seoul. Five people were killed and 30 others were injured.,https://2001-2009.state.gov/r/pa/ho/pubs/fs/5902.htm,1986,37,09-1986,Sunday,False
1986-04-24,Other Provocation,Exchange of Fire (Maritime),An armed DPRK vessel crossed Northern Limit Line in the sea between Korea and Japan and opened fired when confronted by a ROK navy vessel. The DPRK vessel sunk in an exchange of fire - the North had claimed the vessel was an unarmed trawler.,http://www.cfr.org/content/publications/attachments/Korean_Peninsula_Clashes.pdf,1986,16,04-1986,Thursday,False
1985-10-20,Other Provocation,Infiltration and Incursion,"A North Korean spy ship was sunk by the ROK navy off the coast of Busan, South Korea.",http://archives.chicagotribune.com/1985/10/21/page/2/article/s-koreans-sink-vessel-as-spy-boat,1985,42,10-1985,Sunday,False
1985-06-07,Missile Provocation,Short-range Ballistic Missile Launch,North Korea test-fired an improved model of its Hwasong-5 (Scud-B) missile. Mass production of these missiles began in 1986 (approx. 100 missiles/year).,https://goo.gl/iSLDMz;http://www.nonproliferation.org/wp-content/uploads/2016/09/op2.pdf,1985,22,06-1985,Friday,False
1984-11-23,Other Provocation,Exchange of Fire (Ground),North Korean and United Nations Command (UNC) troops clashed at Panmunjom when a Soviet citizen defected to South during a tour of the DMZ. Two North Korean soldiers and one South Korean soldier were killed. One American soldier and two North Korean soldiers were wounded.,http://www.nytimes.com/1984/11/24/world/3-koreans-killed-as-soldiers-trade-shots-in-the-dmz.html,1984,47,11-1984,Friday,False
1984-09-24,Other Provocation,Assault and Assassination Attempt,"A North Korean agent killed 2 South Korean civilians and wounded another before committing suicide by ingesting potassium cyanide in the city of Daegu, South Korea.",http://www.nytimes.com/1984/09/30/world/north-korea-delivers-flood-aid-supplies-to-south.html,1984,39,09-1984,Monday,False
1984-09-01,Missile Provocation,Short-range Ballistic Missile Launch,North Korea conducted at least 2 additional launches of a Hwasong-5 (Scud-B) missile from its Musudan-ri (Donghae) satellite launching ground and test site. This brings the total number to 6 tests of the Hwasong-5 missile with three successes and three failures in the April and September periods. The exact day of the launch is unknown although several sources cite the month of September for the test. For the purposes of this database the test date was written as September 1.,https://fas.org/nuke/guide/dprk/nkag-report.htm,1984,35,09-1984,Saturday,False
1984-04-01,Missile Provocation,Short-range Ballistic Missile Launch,"North Korea made its first successful test-fire of a Hwasong-5 (Scud-B) missile from its Musudan-ri (Donghae) satellite launching ground and test site. Later, additional tests are conducted with 2 known failures. On April 9th, North Korea conducts at least 3 more tests. The exact date of the launch is unknown although several sources cite the month of April for the test. For the purposes of this database the test date was written as April 1.",https://goo.gl/HXBYQY,1984,14,04-1984,Sunday,False
1984-02-16,Other Provocation,Assault and Assassination Attempt,"Two Canadians, Charles Yanover and Alexander Gerol, testified at a Canadian court that North Korean agents hired them in 1981 for $500,000 - $600,000 to assassinate South Korean President Chun Doo Hwan. The two were originally arrested on February 24, 1982 and they pleaded guilty to accepting the contract in May 1981. The assassination was to take place during Chun’s visit to the Philippines in July 1982. They were convicted and sentenced to prison terms of 1-2 years.",http://www.upi.com/Archives/1984/02/16/Men-admit-to-sting-of-North-Koreans/5225445755600/,1984,7,02-1984,Thursday,False
1983-12-03,Other Provocation,Infiltration and Incursion,"A North Korean spy ship was caught and sunk while trying to infiltrate Dadaepo beach, Busan. Two armed spies, Chon Chung-nam and Yi Sang-gyu, were captured at Dadaepo Beach.",http://www.nytimes.com/1983/12/05/world/around-the-world-south-koreans-sink-spy-boat-from-north.html,1983,48,12-1983,Saturday,False
1983-10-09,Other Provocation,The Rangoon Bombing,"Assasination attempt against Republic of Korea President Chun Doo-hwan. Three North Korean agents planted bombs at the Martyrs' Mausoleum commemorating Aung San in Rangoon, Burma (Myanmar) with the intent of killing President Chun during an official visit. The bombing killed 21 people and injured 46 others.",https://www.cia.gov/library/readingroom/docs/DOC_0000408056.pdf,1983,41,10-1983,Sunday,False
1983-09-22,Other Provocation,Explosion at U.S. Cultural Center in Taegu,"A bomb exploded at the main entrance of the U.S. cultural center in Daegu, South Korea. Officials reported that one South Korean was killed in the explosion and at least three others were injured as a result.",https://www.newspapers.com/newspage/170856874/;http://www.nytimes.com/1983/09/23/world/around-the-world-korean-dies-in-blast-at-us-culture-center.html,1983,38,09-1983,Thursday,False
1983-08-13,Other Provocation,Infiltration and Incursion,A North Korean spy boat was captured near Munsan in the sea between Korea and Japan. Three DPRK agents were killed.,https://goo.gl/hVz1GF,1983,32,08-1983,Saturday,False
1983-08-05,Other Provocation,Infiltration and Incursion,A North Korean spy boat was sunk at the sea between Korea and Japan near Gampo. Five DPRK agents attempting to make an amphibious landing were killed.,https://goo.gl/RrydgI,1983,31,08-1983,Friday,False
1981-08-26,Other Provocation,NK Fires at US Reconnaissance Plane,"A North Korean SA-2 missile is fired in the direction of a high-altitude U.S. reconnaissance plane (SR-71), missing by several miles.","http://www.nytimes.com/1981/08/29/world/north-korea-disputes-us-over-missile-firing-incident.html; The US Military Experience in Korea 1871-1982, page 230.",1981,34,08-1981,Wednesday,False
1980-12-02,Other Provocation,Infiltration and Sinking of North Korean Vessel,"South Korea's coast guard shoots and kills two of three North Korean infiltrators on Namhae Island off the southern coast. Fifty miles away from the site of the gunbattle, South Korean surveillance forces spots and sinks the vessel believed to have been used by the North Korean infiltrators.","https://goo.gl/0TewMw; The US Military Experience in Korea 1871-1982, page 222.",1980,48,12-1980,Tuesday,False
1980-11-04,Other Provocation,Exchange of Fire,Three NK commandos are killed by ROK soldiers on Hwang Kan island. One ROK citizen died and five other wounded after an exchange of fire.,"https://goo.gl/p4Bd48; The US Military Experience in Korea 1871-1982, page 221.",1980,44,11-1980,Tuesday,False
1980-06-21,Other Provocation,Infiltration and Sinking of North Korean Vessel,South Korea's navy and air force sink a North Korean spy boat near Seosan on the western coast. Nine North Korean crewmen were killed and one captured after the gunfight.,"https://goo.gl/XzgYvH; The US Military Experience in Korea 1871-1982, page 219.",1980,24,06-1980,Saturday,False
1980-03-23,Other Provocation,Infiltration and Incursion,"Three heavily armed North Korean ""frogmen"" (commando divers) are shot and killed by South Korean army troops in the Han River Estuary near the DMZ.","https://fas.org/sgp/crs/row/RL30004.pdf; The US Military Experience in Korea 1871-1982, page 215.",1980,12,03-1980,Sunday,False
1979-07-21,Other Provocation,Infiltration and Sinking of North Korean Vessel,South Korean navy patrol ships sink a North Korean espionage vessel after a two-hour gun battle off the southern coast near Namhae Island. The spy boat was disguised as a South Korean fishing vessel. Six North Korean bodies were recovered while two South Korean soldiers were killed and one wounded.,"https://goo.gl/cLQmnw; The US Military Experience in Korea 1871-1982, page 209.",1979,28,07-1979,Saturday,False
1978-11-04,Other Provocation,Killing of South Korean Civilians,"Four South Korean civilians were shot and killed by a group of three North Korean armed infiltrators - two civilians were killed in Hongsong County (South Chungcheong Province), one in Gongju County (South Chungcheong Province), and one in Osan (Gyeonggi Province).","http://factkorea.com/main/bbs/board.php?bo_table=fact_001≀_id=122; The US Military Experience in Korea 1871-1982, page 207.",1978,44,11-1978,Saturday,False
1978-05-19,Other Provocation,Infiltration and Sinking of North Korean Vessel,"Eight armed North Korean crew members are captured after their v essel was sunk by South Korea's navy in waters near Geojin, Gangwon Province on the eastern coast. After being sighted by naval forces, a three and a half hour gun battle ensued which resulted in the sinking of the infiltration vessel.","https://goo.gl/6KH9tm; The US Military Experience in Korea 1871-1982, page 204.",1978,20,05-1978,Friday,False
1978-04-28,Other Provocation,Infiltration and Sinking of North Korean Vessel,South Korea's navy sinks a North Korean boat carrying agents after a 33-minute firefight in waters off of Yeosu on the southern coast. Two bodies of North Korean agents were discovered while one South Korean seaman was killed in the armed exchange.,"https://goo.gl/UUaaLx; The US Military Experience in Korea 1871-1982, page 204.",1978,17,04-1978,Friday,False
1976-08-18,Other Provocation,Panmunjom Axe Murder Incident,"In a neutral area in the Joint Security Area in the DMZ, a team of U.S. and ROK soldiers trimming the branches of a poplar tree that blocked the line of sight between an observation post and a UNC checkpoint was attacked by a group of North Korean soldiers. 2 U.S. army officers were killed and 9 other South Korean and U.S. soldiers were wounded. Led to the Operation Paul Bunyan on August 21 that cut down the tree with a show of force backed by a unit of heavily armed infantry, 27 helicopters and a wing of B-52 bombers.","http://nkinfo.unikorea.go.kr/nkp/overview/nkOverview.do?sumryMenuId=MR114; The US Military Experience in Korea 1871-1982, page 195.",1976,33,08-1976,Wednesday,False
1976-06-21,Other Provocation,Infiltration and Incursion,Three North Korean soldiers who crossed into South Korea are killed in separate armed encounters with ROK forces. South Korea witnessed three casualties and three soldiers injured.,"https://fas.org/sgp/crs/row/RL30004.pdf; The US Military Experience in Korea 1871-1982, page 194.",1976,25,06-1976,Monday,False
1975-10-06,Other Provocation,Infiltration and Sinking of North Korean Vessel,South Korean air force and navy forces sink a North Korean espionage boat off of Daehuksan Island on the southwestern coast. There were no survivors from the sunken North Korean craft - number of casualties unknown.,"https://goo.gl/5Mpei7; The US Military Experience in Korea 1871-1982, page 189.",1975,40,10-1975,Monday,False
1975-09-11,Other Provocation,Infiltration and Incursion,One North Korean infiltrator is killed by South Korean security forces and several escape after an exchange of gunfire in Gochang County in the western coast. Four South Korean soldiers are wounded as a result of the firefight.,"https://fas.org/sgp/crs/row/RL30004.pdf; The US Military Experience in Korea 1871-1982, page 189.",1975,36,09-1975,Thursday,False
1975-06-30,Other Provocation,Major Henderson Incident,"In Panmunjom, Major William D. Henderson is targeted by ten North Korean soldiers in an unprovoked attack. He suffers from a fractured larynx and was medically evacuated back to the U.S.","http://archives.chicagotribune.com/1975/07/03/page/7/article/n-korean-newsman-hit-for-u-s-officers-beating; The US Military Experience in Korea 1871-1982, page 187.",1975,26,06-1975,Monday,False
1975-02-26,Other Provocation,Collision and Sinking of North Korean Vessel,"South Korean navy ships track and intercept two armed North Korean crafts south of the MDL in the Yellow Sea. As the North Korean crafts sped north to escape, a South Korean craft accidentally collides with one North Korean vessel, sinking it with an undetermined loss of life.","https://goo.gl/KyvGc7; The US Military Experience in Korea 1871-1982, page 185.",1975,8,02-1975,Wednesday,False
1974-11-20,Other Provocation,Infiltration and Discovery of NK Tunnel System,"During a joint U.S.-ROK investigation of a North Korean-dug infiltration tunnel, a North Korean explosive device sets off killing one American (USN Commander Robert M. Ballinger) and one South Korean (ROKMC Major Kim Hak-chul) high-ranking military officers, while injuring six servicemen.","https://goo.gl/1SiDKu; The US Military Experience in Korea 1871-1982, page 178.",1974,46,11-1974,Wednesday,False
1974-08-15,Other Provocation,Attempted Assasination of President Park Chung-hee,"Another attempt at the life of President Park Chung-hee. While delivering a speech on Nationali Liberation Day, an armed North Korean agent named Mun Se-kwang fired several shots towards the President, killing his wife, Yuk Young-soo instead. Mun was eventually tried and convicted, and eventually executed.","https://goo.gl/6118cD; The US Military Experience in Korea 1871-1982, page 175-76.",1974,32,08-1974,Thursday,False
1974-06-28,Other Provocation,Sinking of South Korean Coast Guard Vessel,"A South Korean coast guard vessel was on duty to protect a fishing boat in the sea between Korea and Japan near Sokcho. Three North Korean naval vessels encircled and attempted to abduct the ship. Outnumbered, the coast guard vessel was eventually sunk with all 28 crew personnel killed or missing.","http://www.archives.go.kr/next/search/listSubjectDescription.do?id=004432&pageFlag=; The US Military Experience in Korea 1871-1982, page 175.",1974,25,06-1974,Friday,False
1974-05-21,Other Provocation,Infiltration and Incursion,"One North Korean infiltrator was killed and two others remain at large after a firefight between North and South forces on Chuja Island, off Jeju Island. Three South Korean security personnel and a local office were killed in the clash.","http://c.hani.co.kr/hantoma/1974537; The US Military Experience in Korea 1871-1982, page 174.",1974,20,05-1974,Tuesday,False
1974-02-15,Other Provocation,Sinking of SK Fishing Boats and 30 Fishermen Detained,A North Korean naval vessel attacked two South Korean fishing boats in international waters in the West Sea near Baekryeong Island. One fishing boat was struck and sank with all 12 personnel being reported as missing. The other fishing boat was also sunk and all aboard were abducted to North Korea. The captain of the abducted boat was forced to provide a false confession that it was operating as a South Korean spy boat.,"https://fas.org/sgp/crs/row/RL30004.pdf; The US Military Experience in Korea 1871-1982, page 173.",1974,6,02-1974,Friday,False
1973-03-07,Other Provocation,Exchange of Fire at DMZ,Two South Korean soldiers are killed and one wounded by North Korean gunfire while on a work detail.,"http://www.yonhapnews.co.kr/bulletin/2013/03/07/0200000000AKR20130307192200062.HTML; The US Military Experience in Korea 1871-1982, page 165.",1973,9,03-1973,Wednesday,False
1971-08-16,Other Provocation,Infiltration and Incursion - Exchange of Fire at DMZ,"Five North Korean soldiers are killed by South Korean troops guarding the eastern sector of the DMZ in a series of firefights. Two South Korean soldiers are killed and two others wounded, as a result.","https://goo.gl/zaSe8c; The US Military Experience in Korea 1871-1982, page 155.",1971,33,08-1971,Monday,False
1971-06-01,Other Provocation,Infiltration and Incursion,A combined South Korean air force and navy operation sinks a 70-ton North Korean infiltration speedboat off the western coast south of the MDL. It is believed that the speedboat was carrying around 17 North Korean agents.,"http://bemil.chosun.com/nbrd/bbs/view.html?b_bbs_id=10044#=115278; The US Military Experience in Korea 1871-1982, page 153.",1971,22,06-1971,Tuesday,False
1971-05-14,Other Provocation,Infiltration and Sinking of North Korean Vessel,"South Korean air force and navy forces sink a 50-ton North Korean infiltration boat on the eastern coast, equipped with radar and heavy weaponry. There were an estimated 15 North Korean agents aboard.","https://goo.gl/UJ21ka; The US Military Experience in Korea 1871-1982, page 152.",1971,19,05-1971,Friday,False
1971-01-23,Other Provocation,Attempted Hijacking of KAL aircraft,"An attempted hijacking of a Korean Air passenger plane by a North Korean agent. The hijacker (Kim Sang-tae) was shot twice by security forces before exploding a bomb while the plane was landing. In the end, the hijacker and co-pilot were killed and 22 other individuals were wounded.","https://goo.gl/K6N3tB; The US Military Experience in Korea 1871-1982, page 146.",1971,3,01-1971,Saturday,False
1970-10-10,Other Provocation,Infiltration and Sinking of North Korean Vessel,"A North Korean agent boat, believed to be carrying ten North Korean agents, is sunk off the eastern coast by a South Korean navy patrol craft.","https://goo.gl/ClNyro; The US Military Experience in Korea 1871-1982, page 142.",1970,40,10-1970,Saturday,False
1970-07-28,Other Provocation,Infiltration and Sinking of North Korean Vessel,"South Korean air force fighter jets sink a 60-ton North Korean infiltration boat off the eastern coast, 95 miles northeast of Seoul. The high-speed agent boat was sunk with everyone aboard.","https://goo.gl/EQbLxY; The US Military Experience in Korea 1871-1982, page 141.",1970,30,07-1970,Tuesday,False
1970-06-29,Other Provocation,Infiltration and Capture of North Korean Vessel,"South Korea's air force and navy forces disable and capture a six-ton North Korean infiltration boat near Yeongheung Island (close to Incheon), which was equipped with radar and rocket launchers. During the sea battle, six North Korean agents are killed while trying to swim ashore, while two South Korean policemen and one militiaman were killed.","https://goo.gl/FYffXE; The US Military Experience in Korea 1871-1982, page 140.",1970,26,06-1970,Monday,False
1970-06-05,Other Provocation,Seizure of South Korean Broadcasting Vessel,North Korean high-speed vessels fire at and seize a South Korean navy patrol boat in the West Sea with 20 crewmen aboard. The patrol boat was assigned to protect a fishing fleet from South Korea near Yeonpyeong Island. This was the first South Korean navy ship to be seized by the North Koreans since the Korean War.,"https://goo.gl/yswejK; The US Military Experience in Korea 1871-1982, page 139.",1970,22,06-1970,Friday,False
1970-04-08,Other Provocation,Infiltration and Incursion,Three North Korean infiltrators are detected and killed in a firefight with South Korean army reservists and police offcials. They were detected 18 miles north of Seoul.,"https://fas.org/sgp/crs/row/RL30004.pdf; The US Military Experience in Korea 1871-1982, page 138.",1970,14,04-1970,Wednesday,False
1970-04-04,Other Provocation,Infiltration and Sinking of North Korean Vessel,"On the Yellow Sea, South Korean navy destroyer (ROKS Geoje) intercepts and sinks a 50-ton North Korean espionage boat with everyone on board - a total of 15 individuals.","https://goo.gl/xrL34l; The US Military Experience in Korea 1871-1982, page 138.",1970,13,04-1970,Saturday,False
1970-03-31,Other Provocation,Hijacking of JAL aircraft (Boeing 727),"A JAL passenger plane (Boeing 727) en route from Tokyo to Fukuoka is hijacked by a group of youths with swords demanding to be taken to Pyongyang. After the 122 hour-long ordeal, the plane returns to Tokyo with all passengers, crew freed.","https://goo.gl/8kpF8o; The US Military Experience in Korea 1871-1982, page 138.",1970,13,03-1970,Tuesday,False
1969-12-11,Other Provocation,Hijacking of South Korean Plane,"A Korean Airlines (KAL) YS-11 was hijacked by a North Korean agent en route from Gangwon province to Seoul. North Korea released 39 of the kidnapped passengers on February 14, 1970 but the plane's 4 crew and 7 passengers were not returned.","http://www.rokdrop.net/2015/08/dmz-flashpoints-the-1969-hijacking-of-korean-airlines-ys-11/The US Military Experience in Korea 1871-1982, page 135.",1969,49,12-1969,Thursday,False
1969-10-13,Other Provocation,Sinking of NK Spy Naval Vessel,South Korean navy destroyer (ROKS Chungmu) sinks a 75-ton North Korean gunboat after a sea battle off the southwestern coast. The sunken gunboat was reported to have been carrying 20 North Korean agents.,"https://goo.gl/iXM6H4The US Military Experience in Korea 1871-1982, page 133.",1969,41,10-1969,Monday,False
1969-06-12,Other Provocation,Capture of NK Spy Naval Vessel,"On the night of June 12th, a combined army, navy and air force South Korean unit captures a 75-ton North Korean infiltration boat near Daehuksan Island off the southwestern coast near the city of Mokpo. The bodies of seven North Korean armed agents are recovered after the gunbattle.","https://goo.gl/5LjdZl; The US Military Experience in Korea 1871-1982, page 131.",1969,23,06-1969,Thursday,False
1969-06-08,Other Provocation,Infiltration and Sinking of North Korean Vessel,South Korea's coast guard sinks an armed North Korean boat attempting to land North Korean agents. A shell fired from the North Korean boat kills five civilians on shore.,"https://goo.gl/fZ1ldgThe US Military Experience in Korea 1871-1982, page 131.",1969,23,06-1969,Sunday,False
1969-04-15,Other Provocation,Attack on U.S. Reconnaissance Plane,"Claiming a violation of its territorial airspace, North Korea attacked an unarmed U.S. Navy EC-121 reconnaissance plane over the sea between Korea and Japan. All 31 Americans on board the plane were killed.","https://goo.gl/Kyga6BThe US Military Experience in Korea 1871-1982, page 130.",1969,15,04-1969,Tuesday,False
1969-03-18,Other Provocation,Assault by NK Armed Agents,"South Korean police kill eight North Korean infiltrators who have landed in Jumunjin, 30 miles south of the DMZ. The infiltrators raided a police guardpost and killed one police officer before trying to escape on a rubber raft.","https://goo.gl/Riw0NyThe US Military Experience in Korea 1871-1982, page 129-130.",1969,11,03-1969,Tuesday,False
1969-03-15,Other Provocation,Infiltration and Incursion - Exchange of Fire at DMZ,"One U.S. soldier is killed while two Americans and one South Korean out of a 10-man work unit replacing markers on the MDL are injured when a North Korean guardpost opens fire on the unit. Seven more deaths follow when a U.S. army helicopter accidentally crashes while attempting to evacuate the wounded men, which resulted in five crewmen and three evacuees being killed.","https://goo.gl/qOZ5PdThe US Military Experience in Korea 1871-1982, page 129.",1969,10,03-1969,Saturday,False
1968-11-12,Other Provocation,Infiltration and Incursion - Exchange of Fire at Uljin,South Korean soldiers and policemen track down and kill 13 armed North Korean agents during search operations in the vicinity of the city of Uljin.,"https://goo.gl/Ors2qiThe US Military Experience in Korea 1871-1982, page 125.",1968,45,11-1968,Tuesday,False
1968-11-03,Other Provocation,Infiltration and Incursion - Exchange of Fire at Uljin & Samcheok,"From October 30th to November 3rd, a total of 120 North Korean armed agents infiltrate South Korean territory centered around two locations - Uljin in North Gyeongsang Province and Samcheok in Gangwon Province - along the eastern coast. By the end of the five-day long event, a total of 107 North Korean agents were killed, seven captured, and six escaped. A total of 82 South Koreans were killed, among them were 30 civilians.","http://news.chosun.com/site/data/html_dir/2009/11/05/2009110501787.html; The US Military Experience in Korea 1871-1982, page 125.",1968,44,11-1968,Sunday,False
1968-11-02,Other Provocation,Infiltration and Incursion - Exchange of Fire at Uljin & Samcheok,"From October 30th to November 3rd, a total of 120 North Korean armed agents infiltrate South Korean territory centered around two locations - Uljin in North Gyeongsang Province and Samcheok in Gangwon Province - along the eastern coast. By the end of the five-day long event, a total of 107 North Korean agents were killed, seven captured, and six escaped. A total of 82 South Koreans were killed, among them were 30 civilians.",https://fas.org/sgp/crs/row/RL30004.pdf,1968,43,11-1968,Saturday,False
1968-11-01,Other Provocation,Infiltration and Incursion - Exchange of Fire at Uljin & Samcheok,"From October 30th to November 3rd, a total of 120 North Korean armed agents infiltrate South Korean territory centered around two locations - Uljin in North Gyeongsang Province and Samcheok in Gangwon Province - along the eastern coast. By the end of the five-day long event, a total of 107 North Korean agents were killed, seven captured, and six escaped. A total of 82 South Koreans were killed, among them were 30 civilians.",http://news.chosun.com/site/data/html_dir/2009/11/05/2009110501787.html,1968,43,11-1968,Friday,False
1968-10-31,Other Provocation,Infiltration and Incursion - Exchange of Fire at Uljin & Samcheok,"From October 30th to November 3rd, a total of 120 North Korean armed agents infiltrate South Korean territory centered around two locations - Uljin in North Gyeongsang Province and Samcheok in Gangwon Province - along the eastern coast. By the end of the five-day long event, a total of 107 North Korean agents were killed, seven captured, and six escaped. A total of 82 South Koreans were killed, among them were 30 civilians.",https://fas.org/sgp/crs/row/RL30004.pdf;,1968,43,10-1968,Thursday,False
1968-10-30,Other Provocation,Infiltration and Incursion - Exchange of Fire at Uljin & Samcheok,"From October 30th to November 3rd, a total of 120 North Korean armed agents infiltrate South Korean territory centered around two locations - Uljin in North Gyeongsang Province and Samcheok in Gangwon Province - along the eastern coast. By the end of the five-day long event, a total of 107 North Korean agents were killed, seven captured, and six escaped. A total of 82 South Koreans were killed, among them were 30 civilians.",https://fas.org/sgp/crs/row/RL30004.pdf;,1968,43,10-1968,Wednesday,False
1968-10-23,Other Provocation,Infiltration and Incursion - Exchange of Fire at DMZ,One U.S. soldier (PFC David L. Turner) is killed and five wounded after a firefight with North Korean infiltrators. Witnesses reported that the North Korean troops carrying a body of one North Korean (wounded or dead) north of the MDL.,"The US Military Experience in Korea 1871-1982, page 125.",1968,42,10-1968,Wednesday,False
1968-09-24,Other Provocation,Infiltration and Incursion - Exchange of Fire at West MDL,South Korean soldiers kill seven out of a large band of North Korean infiltrators in the western front south of the MDL. There were no casualties reported on the South Korean side.,"The US Military Experience in Korea 1871-1982, page 124.",1968,38,09-1968,Tuesday,False
1968-09-19,Other Provocation,Infiltration and Incursion - Exchange of Fire at DMZ,"An armed clash ensues with North Korean infiltrators south of the DMZ, in which one KATUSA soldier is killed and seven wounded. This took place just before the opening of the 278th meeting of the Military Armistice Commission in Panmunjom.","The US Military Experience in Korea 1871-1982, page 124.",1968,37,09-1968,Thursday,False
1968-08-29,Other Provocation,Infiltration and Incursion - Exchange of Fire,"Seven North Korean infiltrators are killed by South Korean troops in the southern sector of the DMZ. The infiltrators were headed south when they were intercepted. This was the 20th firefight between North and South Korea in August, alone.","The US Military Experience in Korea 1871-1982, page 123.",1968,34,08-1968,Thursday,False
1968-08-24,Other Provocation,Infiltration and Incursion - Arrest of Spy Ring Jeju Island,"After North Korean's attempted ambush, South Korea's CIA announces the arrest of 73 suspected members of a spy organization called ""Unification Revolution Party,"" whose aim was to foment civil insurgence in South Korea.","The US Military Experience in Korea 1871-1982, page 123.",1968,33,08-1968,Saturday,False
1968-08-21,Other Provocation,Infiltration and Incursion - Exchange of Fire at Jeju Island,"An unsuccessful attempt to rescue a top communist agent imprisoned in Jeju Island by North Korean commandos. Following a tip, South Korea's CIA intercepts the commandos after which 12 North Korean soldiers are killed and two are captured. South Korea's navy sinks the high-speed 75-ton spy boat used by the infiltrators.","The US Military Experience in Korea 1871-1982, page 122.",1968,33,08-1968,Wednesday,False
